date,max_temperature_c,min_temperature_c,precipitation_mm,max_wind_speed_kmh,city,average_temperature_c,temperature_range_c,year,month,month_name,is_rainy_day
2025-12-16,33.7,23.4,0.0,7.1,Bangkok,28.6,10.3,2025,12,December,False
2025-12-17,33.1,24.2,0.0,8.7,Bangkok,28.6,8.9,2025,12,December,False
2025-12-18,31.7,24.3,0.2,9.8,Bangkok,28.0,7.4,2025,12,December,True
2025-12-19,32.8,22.8,0.0,9.3,Bangkok,27.8,10.0,2025,12,December,False
2025-12-20,34.1,23.0,0.0,9.2,Bangkok,28.6,11.1,2025,12,December,False
2025-12-21,32.9,24.1,0.0,9.8,Bangkok,28.5,8.8,2025,12,December,False
2025-12-22,33.7,23.5,0.0,8.6,Bangkok,28.6,10.2,2025,12,December,False
2025-12-23,33.3,25.1,0.1,7.3,Bangkok,29.2,8.2,2025,12,December,True
2025-12-24,33.9,24.4,0.0,7.4,Bangkok,29.2,9.5,2025,12,December,False
2025-12-25,34.8,24.8,0.0,9.4,Bangkok,29.8,10.0,2025,12,December,False
2025-12-26,32.0,24.8,0.0,12.6,Bangkok,28.4,7.2,2025,12,December,False
2025-12-27,32.5,23.9,0.0,9.7,Bangkok,28.2,8.6,2025,12,December,False
2025-12-28,33.0,23.3,0.0,10.3,Bangkok,28.2,9.7,2025,12,December,False
2025-12-29,33.4,23.5,0.0,13.4,Bangkok,28.4,9.9,2025,12,December,False
2025-12-30,34.0,22.6,0.0,6.1,Bangkok,28.3,11.4,2025,12,December,False
2025-12-31,33.5,22.9,0.0,9.5,Bangkok,28.2,10.6,2025,12,December,False
2025-01-01,11.8,5.3,10.5,30.6,London,8.6,6.5,2025,1,January,True
2025-01-02,4.4,-0.4,0.0,9.2,London,2.0,4.8,2025,1,January,False
2025-01-03,3.4,-1.3,0.0,10.6,London,1.0,4.7,2025,1,January,False
2025-01-04,3.2,-1.7,1.8,15.5,London,0.8,4.9,2025,1,January,True
2025-01-05,12.6,0.7,23.5,24.9,London,6.6,11.9,2025,1,January,True
2025-01-06,12.0,2.5,7.4,31.6,London,7.2,9.5,2025,1,January,True
2025-01-07,4.9,0.7,0.1,13.3,London,2.8,4.2,2025,1,January,True
2025-01-08,1.8,-0.8,3.0,11.2,London,0.5,2.6,2025,1,January,True
2025-01-09,3.0,-0.9,0.6,11.7,London,1.0,3.9,2025,1,January,True
2025-01-10,1.4,-2.0,0.0,7.6,London,-0.3,3.4,2025,1,January,False
2025-01-11,1.6,-3.8,0.0,4.8,London,-1.1,5.4,2025,1,January,False
2025-01-12,3.2,-4.5,0.0,8.6,London,-0.6,7.7,2025,1,January,False
2025-01-13,5.9,1.5,0.0,11.0,London,3.7,4.4,2025,1,January,False
2025-01-14,8.8,2.5,0.0,11.8,London,5.6,6.3,2025,1,January,False
2025-01-15,10.0,7.6,0.0,7.0,London,8.8,2.4,2025,1,January,False
2025-01-16,9.6,6.0,0.0,10.8,London,7.8,3.6,2025,1,January,False
2025-01-17,6.5,3.6,0.0,8.1,London,5.0,2.9,2025,1,January,False
2025-01-18,3.4,2.2,0.0,7.5,London,2.8,1.2,2025,1,January,False
2025-01-19,3.4,1.8,0.2,8.5,London,2.6,1.6,2025,1,January,True
2025-01-20,6.0,2.2,0.1,8.6,London,4.1,3.8,2025,1,January,True
2025-01-21,4.9,-1.0,0.0,7.3,London,2.0,5.9,2025,1,January,False
2025-01-22,4.3,2.3,1.0,9.2,London,3.3,2.0,2025,1,January,True
2025-01-23,8.2,1.5,4.7,23.2,London,4.8,6.7,2025,1,January,True
2025-01-24,10.8,6.5,3.8,33.5,London,8.6,4.3,2025,1,January,True
2025-01-25,8.0,2.7,2.1,12.8,London,5.4,5.3,2025,1,January,True
2025-01-26,8.9,1.6,8.3,30.2,London,5.2,7.3,2025,1,January,True
2025-01-27,9.4,6.8,9.0,28.3,London,8.1,2.6,2025,1,January,True
2025-01-28,9.5,7.3,4.0,24.8,London,8.4,2.2,2025,1,January,True
2025-01-29,7.8,4.0,0.2,16.3,London,5.9,3.8,2025,1,January,True
2025-01-30,7.5,1.9,0.0,13.2,London,4.7,5.6,2025,1,January,False
2025-01-31,8.0,2.1,3.5,17.7,London,5.0,5.9,2025,1,January,True
2025-02-01,6.9,2.8,0.0,10.6,London,4.8,4.1,2025,2,February,False
2025-02-02,7.5,-0.4,0.0,9.6,London,3.6,7.9,2025,2,February,False
2025-02-03,7.8,-1.2,0.0,11.3,London,3.3,9.0,2025,2,February,False
2025-02-04,10.1,6.1,0.2,20.7,London,8.1,4.0,2025,2,February,True
2025-02-05,9.1,2.5,0.0,11.8,London,5.8,6.6,2025,2,February,False
2025-02-06,7.3,0.7,0.0,16.4,London,4.0,6.6,2025,2,February,False
2025-02-07,4.0,2.6,4.6,22.7,London,3.3,1.4,2025,2,February,True
2025-02-08,6.2,3.4,2.2,14.1,London,4.8,2.8,2025,2,February,True
2025-02-09,5.8,1.3,1.0,14.7,London,3.6,4.5,2025,2,February,True
2025-02-10,4.6,2.5,3.5,17.3,London,3.6,2.1,2025,2,February,True
2025-02-11,5.0,2.6,0.0,11.2,London,3.8,2.4,2025,2,February,False
2025-02-12,6.0,3.2,0.2,9.6,London,4.6,2.8,2025,2,February,True
2025-02-13,4.7,2.4,0.2,11.0,London,3.6,2.3,2025,2,February,True
2025-02-14,4.9,0.9,0.0,14.4,London,2.9,4.0,2025,2,February,False
2025-02-15,5.6,1.8,0.9,10.1,London,3.7,3.8,2025,2,February,True
2025-02-16,4.3,2.0,0.0,17.1,London,3.2,2.3,2025,2,February,False
2025-02-17,5.1,-0.5,0.0,12.4,London,2.3,5.6,2025,2,February,False
2025-02-18,6.3,-0.1,0.0,12.2,London,3.1,6.4,2025,2,February,False
2025-02-19,7.8,1.4,0.0,10.8,London,4.6,6.4,2025,2,February,False
2025-02-20,12.8,7.9,3.1,23.5,London,10.4,4.9,2025,2,February,True
2025-02-21,15.0,11.1,5.3,21.5,London,13.0,3.9,2025,2,February,True
2025-02-22,12.9,7.9,6.1,12.1,London,10.4,5.0,2025,2,February,True
2025-02-23,10.8,6.6,1.4,25.2,London,8.7,4.2,2025,2,February,True
2025-02-24,12.5,7.7,13.8,25.7,London,10.1,4.8,2025,2,February,True
2025-02-25,10.4,5.4,0.8,12.0,London,7.9,5.0,2025,2,February,True
2025-02-26,7.8,3.2,5.8,23.9,London,5.5,4.6,2025,2,February,True
2025-02-27,9.2,3.2,0.0,15.9,London,6.2,6.0,2025,2,February,False
2025-02-28,8.8,0.9,0.0,7.4,London,4.9,7.9,2025,2,February,False
2025-03-01,8.8,0.1,0.0,7.5,London,4.4,8.7,2025,3,March,False
2025-03-02,8.7,-1.3,0.0,6.3,London,3.7,10.0,2025,3,March,False
2025-03-03,10.3,-0.8,0.0,5.0,London,4.8,11.1,2025,3,March,False
2025-03-04,10.9,0.8,0.0,9.8,London,5.9,10.1,2025,3,March,False
2025-03-05,12.9,1.0,0.0,8.4,London,7.0,11.9,2025,3,March,False
2025-03-06,15.8,4.6,0.0,12.3,London,10.2,11.2,2025,3,March,False
2025-03-07,16.0,9.7,0.0,12.8,London,12.8,6.3,2025,3,March,False
2025-03-08,15.8,7.0,0.0,11.2,London,11.4,8.8,2025,3,March,False
2025-03-09,16.2,7.1,0.0,11.0,London,11.6,9.1,2025,3,March,False
2025-03-10,13.8,6.9,0.4,14.7,London,10.4,6.9,2025,3,March,True
2025-03-11,8.2,4.2,0.4,17.2,London,6.2,4.0,2025,3,March,True
2025-03-12,7.4,2.1,4.0,10.3,London,4.8,5.3,2025,3,March,True
2025-03-13,7.1,1.5,0.7,16.0,London,4.3,5.6,2025,3,March,True
2025-03-14,7.9,0.0,0.4,13.3,London,4.0,7.9,2025,3,March,True
2025-03-15,7.7,0.9,0.2,18.1,London,4.3,6.8,2025,3,March,True
2025-03-16,8.0,-0.4,0.0,17.4,London,3.8,8.4,2025,3,March,False
2025-03-17,8.1,4.0,0.3,15.7,London,6.0,4.1,2025,3,March,True
2025-03-18,10.1,2.4,0.0,14.8,London,6.2,7.7,2025,3,March,False
2025-03-19,16.5,1.9,0.0,8.7,London,9.2,14.6,2025,3,March,False
2025-03-20,19.2,5.7,0.0,10.4,London,12.4,13.5,2025,3,March,False
2025-03-21,17.1,9.5,0.8,14.4,London,13.3,7.6,2025,3,March,True
2025-03-22,15.5,11.0,1.4,12.4,London,13.2,4.5,2025,3,March,True
2025-03-23,14.7,8.2,2.8,16.0,London,11.4,6.5,2025,3,March,True
2025-03-24,12.7,7.1,0.0,12.7,London,9.9,5.6,2025,3,March,False
2025-03-25,14.5,4.9,0.2,11.7,London,9.7,9.6,2025,3,March,True
2025-03-26,15.6,9.3,0.3,9.3,London,12.4,6.3,2025,3,March,True
2025-03-27,14.9,5.8,0.0,11.9,London,10.4,9.1,2025,3,March,False
2025-03-28,14.2,7.4,0.8,16.3,London,10.8,6.8,2025,3,March,True
2025-03-29,13.6,3.7,0.0,17.6,London,8.6,9.9,2025,3,March,False
2025-03-30,15.9,9.6,0.0,20.0,London,12.8,6.3,2025,3,March,False
2025-03-31,16.3,5.9,0.0,10.8,London,11.1,10.4,2025,3,March,False
2025-04-01,13.7,5.4,0.0,19.8,London,9.6,8.3,2025,4,April,False
2025-04-02,15.9,7.3,0.0,22.1,London,11.6,8.6,2025,4,April,False
2025-04-03,18.6,8.8,0.0,16.9,London,13.7,9.8,2025,4,April,False
2025-04-04,21.4,10.1,0.0,16.3,London,15.8,11.3,2025,4,April,False
2025-04-05,17.8,6.5,0.0,18.0,London,12.2,11.3,2025,4,April,False
2025-04-06,15.2,6.3,0.0,15.7,London,10.8,8.9,2025,4,April,False
2025-04-07,15.0,4.2,0.0,11.8,London,9.6,10.8,2025,4,April,False
2025-04-08,16.0,4.1,0.0,11.5,London,10.0,11.9,2025,4,April,False
2025-04-09,13.5,3.9,0.0,13.8,London,8.7,9.6,2025,4,April,False
2025-04-10,16.0,5.4,0.0,10.4,London,10.7,10.6,2025,4,April,False
2025-04-11,22.6,6.4,0.0,10.4,London,14.5,16.2,2025,4,April,False
2025-04-12,22.2,8.0,0.0,12.5,London,15.1,14.2,2025,4,April,False
2025-04-13,16.5,11.0,0.3,16.6,London,13.8,5.5,2025,4,April,True
2025-04-14,15.1,6.4,0.1,17.6,London,10.8,8.7,2025,4,April,True
2025-04-15,17.5,9.9,9.8,17.9,London,13.7,7.6,2025,4,April,True
2025-04-16,14.9,8.5,0.2,25.1,London,11.7,6.4,2025,4,April,True
2025-04-17,17.4,5.8,0.0,12.2,London,11.6,11.6,2025,4,April,False
2025-04-18,16.9,9.1,0.1,21.3,London,13.0,7.8,2025,4,April,True
2025-04-19,16.0,8.1,0.2,19.9,London,12.0,7.9,2025,4,April,True
2025-04-20,15.3,5.4,0.0,13.4,London,10.4,9.9,2025,4,April,False
2025-04-21,16.1,9.7,3.7,11.7,London,12.9,6.4,2025,4,April,True
2025-04-22,17.4,6.9,0.0,15.4,London,12.1,10.5,2025,4,April,False
2025-04-23,11.9,8.4,9.5,20.1,London,10.2,3.5,2025,4,April,True
2025-04-24,14.7,7.4,0.0,10.0,London,11.0,7.3,2025,4,April,False
2025-04-25,15.3,6.0,0.0,11.4,London,10.6,9.3,2025,4,April,False
2025-04-26,17.1,8.1,0.0,10.3,London,12.6,9.0,2025,4,April,False
2025-04-27,20.7,8.0,0.0,8.9,London,14.4,12.7,2025,4,April,False
2025-04-28,24.0,10.2,0.0,13.9,London,17.1,13.8,2025,4,April,False
2025-04-29,23.0,10.6,0.0,12.3,London,16.8,12.4,2025,4,April,False
2025-04-30,25.9,9.7,0.0,12.4,London,17.8,16.2,2025,4,April,False
2025-05-01,28.5,11.8,0.0,11.8,London,20.2,16.7,2025,5,May,False
2025-05-02,25.4,14.8,1.5,11.8,London,20.1,10.6,2025,5,May,True
2025-05-03,21.3,10.9,0.0,19.9,London,16.1,10.4,2025,5,May,False
2025-05-04,13.3,7.6,0.0,19.1,London,10.4,5.7,2025,5,May,False
2025-05-05,13.4,5.1,0.9,25.1,London,9.2,8.3,2025,5,May,True
2025-05-06,13.9,6.3,0.1,15.2,London,10.1,7.6,2025,5,May,True
2025-05-07,16.6,6.0,0.0,17.2,London,11.3,10.6,2025,5,May,False
2025-05-08,15.8,8.6,0.0,16.3,London,12.2,7.2,2025,5,May,False
2025-05-09,18.1,6.2,0.0,16.5,London,12.2,11.9,2025,5,May,False
2025-05-10,22.6,9.1,0.0,17.1,London,15.8,13.5,2025,5,May,False
2025-05-11,24.0,11.0,0.0,14.1,London,17.5,13.0,2025,5,May,False
2025-05-12,23.0,13.8,4.7,15.8,London,18.4,9.2,2025,5,May,True
2025-05-13,23.4,12.9,0.0,15.2,London,18.2,10.5,2025,5,May,False
2025-05-14,22.6,9.2,0.0,16.6,London,15.9,13.4,2025,5,May,False
2025-05-15,15.2,8.7,0.0,19.0,London,12.0,6.5,2025,5,May,False
2025-05-16,18.6,7.7,0.0,14.6,London,13.2,10.9,2025,5,May,False
2025-05-17,18.7,9.0,0.0,13.8,London,13.8,9.7,2025,5,May,False
2025-05-18,17.8,9.3,0.0,12.9,London,13.6,8.5,2025,5,May,False
2025-05-19,19.6,10.5,0.2,14.9,London,15.0,9.1,2025,5,May,True
2025-05-20,22.6,9.1,0.0,11.5,London,15.8,13.5,2025,5,May,False
2025-05-21,18.0,12.0,3.0,14.9,London,15.0,6.0,2025,5,May,True
2025-05-22,14.6,8.2,0.0,11.8,London,11.4,6.4,2025,5,May,False
2025-05-23,18.4,6.8,0.1,16.3,London,12.6,11.6,2025,5,May,True
2025-05-24,21.3,12.4,6.0,20.7,London,16.8,8.9,2025,5,May,True
2025-05-25,19.6,13.5,1.0,23.2,London,16.6,6.1,2025,5,May,True
2025-05-26,18.0,11.2,0.0,23.1,London,14.6,6.8,2025,5,May,False
2025-05-27,16.9,13.4,6.6,26.1,London,15.2,3.5,2025,5,May,True
2025-05-28,20.2,13.9,1.1,19.6,London,17.0,6.3,2025,5,May,True
2025-05-29,24.1,13.7,2.1,23.7,London,18.9,10.4,2025,5,May,True
2025-05-30,24.9,14.9,0.2,15.2,London,19.9,10.0,2025,5,May,True
2025-05-31,27.5,16.5,0.0,17.6,London,22.0,11.0,2025,5,May,False
2025-06-01,21.5,14.1,0.0,21.5,London,17.8,7.4,2025,6,June,False
2025-06-02,21.8,12.4,0.4,18.0,London,17.1,9.4,2025,6,June,True
2025-06-03,17.4,11.8,3.7,25.6,London,14.6,5.6,2025,6,June,True
2025-06-04,18.1,10.5,0.1,19.0,London,14.3,7.6,2025,6,June,True
2025-06-05,16.7,12.5,9.2,23.4,London,14.6,4.2,2025,6,June,True
2025-06-06,18.9,10.9,0.9,20.2,London,14.9,8.0,2025,6,June,True
2025-06-07,17.6,11.2,13.5,17.4,London,14.4,6.4,2025,6,June,True
2025-06-08,17.1,9.2,0.0,18.2,London,13.2,7.9,2025,6,June,False
2025-06-09,19.8,10.9,0.0,16.8,London,15.4,8.9,2025,6,June,False
2025-06-10,22.0,13.1,0.2,18.0,London,17.6,8.9,2025,6,June,True
2025-06-11,23.2,12.8,0.2,15.8,London,18.0,10.4,2025,6,June,True
2025-06-12,25.0,14.2,0.8,15.0,London,19.6,10.8,2025,6,June,True
2025-06-13,28.6,16.6,0.6,13.4,London,22.6,12.0,2025,6,June,True
2025-06-14,23.5,16.3,4.6,20.2,London,19.9,7.2,2025,6,June,True
2025-06-15,23.5,13.2,0.2,16.2,London,18.4,10.3,2025,6,June,True
2025-06-16,27.3,14.7,0.0,12.7,London,21.0,12.6,2025,6,June,False
2025-06-17,26.8,15.4,0.0,14.4,London,21.1,11.4,2025,6,June,False
2025-06-18,28.8,15.9,0.0,9.9,London,22.4,12.9,2025,6,June,False
2025-06-19,32.0,18.9,0.0,17.7,London,25.4,13.1,2025,6,June,False
2025-06-20,28.8,17.5,0.0,12.6,London,23.2,11.3,2025,6,June,False
2025-06-21,31.5,18.4,0.0,14.4,London,25.0,13.1,2025,6,June,False
2025-06-22,26.8,17.6,0.0,24.2,London,22.2,9.2,2025,6,June,False
2025-06-23,22.7,16.2,0.4,20.8,London,19.4,6.5,2025,6,June,True
2025-06-24,24.4,14.1,0.3,23.2,London,19.2,10.3,2025,6,June,True
2025-06-25,27.4,16.4,0.0,12.5,London,21.9,11.0,2025,6,June,False
2025-06-26,24.1,17.5,3.7,22.9,London,20.8,6.6,2025,6,June,True
2025-06-27,26.9,13.8,1.8,19.7,London,20.4,13.1,2025,6,June,True
2025-06-28,30.1,18.5,0.1,17.1,London,24.3,11.6,2025,6,June,True
2025-06-29,29.8,18.1,0.0,14.8,London,24.0,11.7,2025,6,June,False
2025-06-30,31.9,18.7,0.0,12.2,London,25.3,13.2,2025,6,June,False
2025-07-01,33.6,23.6,0.0,10.8,London,28.6,10.0,2025,7,July,False
2025-07-02,24.2,17.0,4.1,16.4,London,20.6,7.2,2025,7,July,True
2025-07-03,23.6,12.7,0.0,11.4,London,18.2,10.9,2025,7,July,False
2025-07-04,26.2,14.4,0.0,17.3,London,20.3,11.8,2025,7,July,False
2025-07-05,21.7,16.4,2.1,23.0,London,19.0,5.3,2025,7,July,True
2025-07-06,22.5,17.3,3.8,15.3,London,19.9,5.2,2025,7,July,True
2025-07-07,19.6,13.5,10.0,18.3,London,16.6,6.1,2025,7,July,True
2025-07-08,21.9,12.4,0.2,13.8,London,17.2,9.5,2025,7,July,True
2025-07-09,25.2,13.7,0.9,8.7,London,19.4,11.5,2025,7,July,True
2025-07-10,30.0,17.7,0.0,12.2,London,23.8,12.3,2025,7,July,False
2025-07-11,31.7,19.0,0.0,9.7,London,25.4,12.7,2025,7,July,False
2025-07-12,28.8,19.9,0.0,12.4,London,24.4,8.9,2025,7,July,False
2025-07-13,27.7,15.8,0.1,9.8,London,21.8,11.9,2025,7,July,True
2025-07-14,24.9,18.3,0.9,23.2,London,21.6,6.6,2025,7,July,True
2025-07-15,21.6,14.5,0.7,24.2,London,18.0,7.1,2025,7,July,True
2025-07-16,23.8,15.2,0.0,17.0,London,19.5,8.6,2025,7,July,False
2025-07-17,25.8,18.8,0.8,10.7,London,22.3,7.0,2025,7,July,True
2025-07-18,29.4,18.2,0.0,12.3,London,23.8,11.2,2025,7,July,False
2025-07-19,22.5,17.9,16.1,10.2,London,20.2,4.6,2025,7,July,True
2025-07-20,20.4,16.1,2.8,17.2,London,18.2,4.3,2025,7,July,True
2025-07-21,22.6,14.4,0.6,13.4,London,18.5,8.2,2025,7,July,True
2025-07-22,22.3,15.3,1.0,12.3,London,18.8,7.0,2025,7,July,True
2025-07-23,22.0,15.0,1.7,10.0,London,18.5,7.0,2025,7,July,True
2025-07-24,20.8,15.4,0.9,16.4,London,18.1,5.4,2025,7,July,True
2025-07-25,25.4,15.4,0.0,10.9,London,20.4,10.0,2025,7,July,False
2025-07-26,23.2,15.9,0.2,11.2,London,19.6,7.3,2025,7,July,True
2025-07-27,21.5,15.2,0.3,14.3,London,18.4,6.3,2025,7,July,True
2025-07-28,24.2,15.0,0.0,13.7,London,19.6,9.2,2025,7,July,False
2025-07-29,21.9,15.2,0.8,9.6,London,18.5,6.7,2025,7,July,True
2025-07-30,24.7,16.2,0.8,14.0,London,20.4,8.5,2025,7,July,True
2025-07-31,22.6,16.6,26.7,12.4,London,19.6,6.0,2025,7,July,True
2025-08-01,19.7,13.1,1.2,16.2,London,16.4,6.6,2025,8,August,True
2025-08-02,19.9,13.1,0.0,9.6,London,16.5,6.8,2025,8,August,False
2025-08-03,23.0,12.8,2.5,17.2,London,17.9,10.2,2025,8,August,True
2025-08-04,21.5,16.3,1.0,24.0,London,18.9,5.2,2025,8,August,True
2025-08-05,20.7,13.1,0.0,19.7,London,16.9,7.6,2025,8,August,False
2025-08-06,22.2,11.7,0.0,12.3,London,17.0,10.5,2025,8,August,False
2025-08-07,23.0,14.6,0.0,19.8,London,18.8,8.4,2025,8,August,False
2025-08-08,25.1,15.5,0.0,13.7,London,20.3,9.6,2025,8,August,False
2025-08-09,24.8,14.5,0.0,17.1,London,19.6,10.3,2025,8,August,False
2025-08-10,26.2,14.8,0.0,9.7,London,20.5,11.4,2025,8,August,False
2025-08-11,29.7,16.4,0.5,12.2,London,23.0,13.3,2025,8,August,True
2025-08-12,31.0,18.8,0.6,13.3,London,24.9,12.2,2025,8,August,True
2025-08-13,27.8,18.3,0.0,14.6,London,23.0,9.5,2025,8,August,False
2025-08-14,26.9,16.6,0.0,13.1,London,21.8,10.3,2025,8,August,False
2025-08-15,29.5,17.8,0.0,15.1,London,23.6,11.7,2025,8,August,False
2025-08-16,22.5,16.4,0.1,13.4,London,19.4,6.1,2025,8,August,True
2025-08-17,24.4,13.0,0.0,12.6,London,18.7,11.4,2025,8,August,False
2025-08-18,21.5,16.9,0.2,13.6,London,19.2,4.6,2025,8,August,True
2025-08-19,25.1,15.1,0.1,16.5,London,20.1,10.0,2025,8,August,True
2025-08-20,20.6,14.9,0.0,17.1,London,17.8,5.7,2025,8,August,False
2025-08-21,20.0,13.5,0.1,14.6,London,16.8,6.5,2025,8,August,True
2025-08-22,22.8,11.6,0.0,9.9,London,17.2,11.2,2025,8,August,False
2025-08-23,21.9,16.1,0.0,9.9,London,19.0,5.8,2025,8,August,False
2025-08-24,23.6,14.6,0.0,9.7,London,19.1,9.0,2025,8,August,False
2025-08-25,26.0,15.1,0.0,12.6,London,20.6,10.9,2025,8,August,False
2025-08-26,25.3,18.3,0.2,18.9,London,21.8,7.0,2025,8,August,True
2025-08-27,21.8,15.5,1.3,20.8,London,18.6,6.3,2025,8,August,True
2025-08-28,20.5,13.0,2.4,19.6,London,16.8,7.5,2025,8,August,True
2025-08-29,19.7,14.3,19.5,14.8,London,17.0,5.4,2025,8,August,True
2025-08-30,20.0,13.1,2.0,23.3,London,16.6,6.9,2025,8,August,True
2025-08-31,20.2,14.0,0.9,21.3,London,17.1,6.2,2025,8,August,True
2025-09-01,19.3,14.5,3.3,22.7,London,16.9,4.8,2025,9,September,True
2025-09-02,19.0,12.8,1.8,15.4,London,15.9,6.2,2025,9,September,True
2025-09-03,20.0,15.6,25.7,27.5,London,17.8,4.4,2025,9,September,True
2025-09-04,18.8,14.1,4.7,20.7,London,16.4,4.7,2025,9,September,True
2025-09-05,20.7,11.4,0.0,9.8,London,16.0,9.3,2025,9,September,False
2025-09-06,22.0,13.3,0.0,17.6,London,17.6,8.7,2025,9,September,False
2025-09-07,24.5,15.7,0.0,18.0,London,20.1,8.8,2025,9,September,False
2025-09-08,19.6,13.6,0.1,13.4,London,16.6,6.0,2025,9,September,True
2025-09-09,19.8,11.0,0.3,11.3,London,15.4,8.8,2025,9,September,True
2025-09-10,18.0,14.3,7.7,19.4,London,16.2,3.7,2025,9,September,True
2025-09-11,18.0,12.1,3.7,22.8,London,15.0,5.9,2025,9,September,True
2025-09-12,17.6,10.9,4.4,18.4,London,14.2,6.7,2025,9,September,True
2025-09-13,17.2,11.8,3.0,17.7,London,14.5,5.4,2025,9,September,True
2025-09-14,17.8,9.2,3.5,26.3,London,13.5,8.6,2025,9,September,True
2025-09-15,17.8,14.1,0.4,31.6,London,16.0,3.7,2025,9,September,True
2025-09-16,18.3,12.0,0.0,21.8,London,15.2,6.3,2025,9,September,False
2025-09-17,18.8,12.5,1.1,24.4,London,15.6,6.3,2025,9,September,True
2025-09-18,21.5,16.1,0.0,21.9,London,18.8,5.4,2025,9,September,False
2025-09-19,25.4,15.0,0.0,13.3,London,20.2,10.4,2025,9,September,False
2025-09-20,21.1,13.8,0.0,24.5,London,17.5,7.3,2025,9,September,False
2025-09-21,15.5,9.5,0.0,22.5,London,12.5,6.0,2025,9,September,False
2025-09-22,15.7,7.5,0.0,16.2,London,11.6,8.2,2025,9,September,False
2025-09-23,16.4,7.2,0.0,15.7,London,11.8,9.2,2025,9,September,False
2025-09-24,17.5,9.6,0.0,16.1,London,13.6,7.9,2025,9,September,False
2025-09-25,18.3,9.5,0.0,17.6,London,13.9,8.8,2025,9,September,False
2025-09-26,16.1,9.4,1.1,15.7,London,12.8,6.7,2025,9,September,True
2025-09-27,17.4,10.6,0.0,15.1,London,14.0,6.8,2025,9,September,False
2025-09-28,16.8,11.8,0.5,9.4,London,14.3,5.0,2025,9,September,True
2025-09-29,17.7,8.0,0.0,8.6,London,12.8,9.7,2025,9,September,False
2025-09-30,18.3,8.9,0.0,6.4,London,13.6,9.4,2025,9,September,False
2025-10-01,17.9,9.9,0.1,8.8,London,13.9,8.0,2025,10,October,True
2025-10-02,18.5,10.2,0.0,15.7,London,14.4,8.3,2025,10,October,False
2025-10-03,17.9,14.3,11.6,28.6,London,16.1,3.6,2025,10,October,True
2025-10-04,17.1,11.3,4.4,31.5,London,14.2,5.8,2025,10,October,True
2025-10-05,15.7,10.6,0.0,22.5,London,13.2,5.1,2025,10,October,False
2025-10-06,18.6,9.6,0.0,11.4,London,14.1,9.0,2025,10,October,False
2025-10-07,17.0,11.6,0.0,12.3,London,14.3,5.4,2025,10,October,False
2025-10-08,16.8,11.3,0.4,8.2,London,14.0,5.5,2025,10,October,True
2025-10-09,15.0,8.8,0.0,11.1,London,11.9,6.2,2025,10,October,False
2025-10-10,15.8,12.0,0.1,7.2,London,13.9,3.8,2025,10,October,True
2025-10-11,14.8,10.6,0.0,5.5,London,12.7,4.2,2025,10,October,False
2025-10-12,15.0,7.5,0.0,9.1,London,11.2,7.5,2025,10,October,False
2025-10-13,15.6,12.3,0.2,12.1,London,14.0,3.3,2025,10,October,True
2025-10-14,13.7,10.8,0.1,11.1,London,12.2,2.9,2025,10,October,True
2025-10-15,13.0,10.5,0.0,10.5,London,11.8,2.5,2025,10,October,False
2025-10-16,15.4,9.5,0.0,7.8,London,12.4,5.9,2025,10,October,False
2025-10-17,14.8,11.1,0.0,8.6,London,13.0,3.7,2025,10,October,False
2025-10-18,14.6,11.1,0.0,13.5,London,12.8,3.5,2025,10,October,False
2025-10-19,15.3,12.0,6.1,17.6,London,13.6,3.3,2025,10,October,True
2025-10-20,14.6,11.8,3.4,17.3,London,13.2,2.8,2025,10,October,True
2025-10-21,15.3,10.9,0.2,17.7,London,13.1,4.4,2025,10,October,True
2025-10-22,14.6,8.9,7.8,15.3,London,11.8,5.7,2025,10,October,True
2025-10-23,11.7,7.3,16.3,25.6,London,9.5,4.4,2025,10,October,True
2025-10-24,12.0,5.8,0.0,20.2,London,8.9,6.2,2025,10,October,False
2025-10-25,11.8,6.5,1.1,17.4,London,9.2,5.3,2025,10,October,True
2025-10-26,10.9,4.9,0.7,19.3,London,7.9,6.0,2025,10,October,True
2025-10-27,12.8,9.9,0.0,26.7,London,11.4,2.9,2025,10,October,False
2025-10-28,14.4,11.3,0.3,21.0,London,12.8,3.1,2025,10,October,True
2025-10-29,12.5,7.7,4.7,14.9,London,10.1,4.8,2025,10,October,True
2025-10-30,12.9,5.6,0.0,17.7,London,9.2,7.3,2025,10,October,False
2025-10-31,15.7,12.8,4.2,22.7,London,14.2,2.9,2025,10,October,True
2025-11-01,15.8,9.5,4.7,25.9,London,12.6,6.3,2025,11,November,True
2025-11-02,12.2,7.5,3.8,14.8,London,9.8,4.7,2025,11,November,True
2025-11-03,15.9,7.4,1.3,20.7,London,11.6,8.5,2025,11,November,True
2025-11-04,15.4,13.6,0.0,19.9,London,14.5,1.8,2025,11,November,False
2025-11-05,17.2,14.5,0.1,19.7,London,15.8,2.7,2025,11,November,True
2025-11-06,16.6,14.1,1.1,14.3,London,15.4,2.5,2025,11,November,True
2025-11-07,15.0,12.1,0.3,12.7,London,13.6,2.9,2025,11,November,True
2025-11-08,14.1,9.1,2.9,12.0,London,11.6,5.0,2025,11,November,True
2025-11-09,14.0,5.2,0.0,15.9,London,9.6,8.8,2025,11,November,False
